timestamp,open,high,low,close,volume
2025-05-08 19:55:00,598.1140,598.2000,597.8820,598.2000,3527
2025-05-08 19:50:00,598.1000,598.2000,598.1000,598.1999,2852
2025-05-08 19:45:00,597.9250,598.2000,597.8800,598.1500,2002
2025-05-08 19:40:00,597.9000,598.0000,597.8500,597.9250,1011
2025-05-08 19:35:00,597.8800,598.0000,597.6390,597.9760,1241
2025-05-08 19:30:00,597.9900,598.0100,597.6500,597.8000,568
2025-05-08 19:25:00,597.9700,598.0100,597.7565,597.9900,723
2025-05-08 19:20:00,597.6500,598.0100,597.6500,597.8850,289
2025-05-08 19:15:00,597.9100,598.2000,597.6500,597.6500,855
2025-05-08 19:10:00,598.1900,598.2000,597.6500,597.9900,1368
2025-05-08 19:05:00,598.1000,598.2000,597.6000,597.9200,3222
2025-05-08 19:00:00,598.1050,598.2000,597.8700,597.8700,960
2025-05-08 18:55:00,598.0049,598.2000,598.0000,598.1900,630
2025-05-08 18:50:00,598.0000,598.2000,597.9150,598.1700,752
2025-05-08 18:45:00,597.8150,598.2000,597.6300,598.0500,363
2025-05-08 18:40:00,597.8050,598.0000,597.6300,597.8100,802
2025-05-08 18:35:00,597.7900,597.9800,597.6000,597.7700,556
2025-05-08 18:30:00,597.8350,598.2000,597.6000,597.6433,1361
2025-05-08 18:25:00,597.6234,598.0000,597.6234,598.0000,617
2025-05-08 18:20:00,598.0000,598.0000,597.6100,597.8000,803
2025-05-08 18:15:00,598.0000,598.0600,597.3000,597.8050,6478
2025-05-08 18:10:00,598.0500,598.2000,597.0300,598.0000,1606
2025-05-08 18:05:00,598.3000,598.7900,597.5300,598.0000,5775
2025-05-08 18:00:00,599.0900,599.2200,598.2300,598.3000,1743
2025-05-08 17:55:00,599.1000,599.3000,598.9000,599.0001,745
2025-05-08 17:50:00,599.0400,599.3000,598.9000,599.1000,1383
2025-05-08 17:45:00,598.8600,599.1000,598.7000,599.0000,218
2025-05-08 17:40:00,599.1000,599.1000,598.7100,598.7100,1784
2025-05-08 17:35:00,599.0075,599.3000,599.0000,599.0500,1250
2025-05-08 17:30:00,598.8800,599.3000,598.7100,599.0200,3579
2025-05-08 17:25:00,598.9900,599.0500,598.1500,598.8000,6783
2025-05-08 17:20:00,598.2900,598.9900,598.0000,598.4950,6669
2025-05-08 17:15:00,598.5450,598.8400,598.1100,598.2100,1343
2025-05-08 17:10:00,599.3200,615.7340,598.1000,598.5200,5446
2025-05-08 17:05:00,599.1600,599.3450,564.6225,599.3400,1586
2025-05-08 17:00:00,599.1750,599.3500,564.6225,564.6225,1146
2025-05-08 16:55:00,599.2000,599.4700,561.2127,599.0900,5715
2025-05-08 16:50:00,599.0050,615.7340,598.6500,599.1900,1578
2025-05-08 16:45:00,599.7600,599.8500,598.5000,599.1000,6680
2025-05-08 16:40:00,598.6100,599.8500,598.1200,599.0000,6709
2025-05-08 16:35:00,598.3900,598.7000,598.1000,598.6100,3233
2025-05-08 16:30:00,597.5450,598.9500,597.5400,598.5200,6624
2025-05-08 16:25:00,597.2500,598.0100,597.0300,597.8200,18365
2025-05-08 16:20:00,597.5900,608.4000,597.2600,597.4900,8781
2025-05-08 16:15:00,598.0100,598.0100,597.2143,597.5600,3166
2025-05-08 16:10:00,597.9200,618.8400,597.3300,597.4800,6511
2025-05-08 16:05:00,597.8500,598.0100,597.5100,597.8700,30485
2025-05-08 16:00:00,598.0200,604.3712,597.0000,597.9700,2716271
2025-05-08 15:55:00,598.7500,599.1000,597.2501,597.5900,671224
2025-05-08 15:50:00,600.5700,600.9600,598.0100,598.6850,396760
