timestamp,open,high,low,close,volume
2025-05-08 19:55:00,1144.0000,1147.9999,1144.0000,1145.0600,162
2025-05-08 19:50:00,1145.7600,1146.0000,1144.3600,1145.7500,143
2025-05-08 19:45:00,1145.0000,1147.5000,1144.0200,1145.7600,179
2025-05-08 19:40:00,1144.9400,1147.5000,1144.0200,1145.7600,146
2025-05-08 19:35:00,1144.5000,1145.9950,1144.0001,1145.0100,139
2025-05-08 19:30:00,1144.9800,1145.2100,1144.0544,1145.2050,337
2025-05-08 19:25:00,1144.7500,1145.5000,1144.0375,1144.4054,177
2025-05-08 19:20:00,1145.1750,1145.1750,1144.7000,1145.1700,33
2025-05-08 19:15:00,1146.0000,1146.0000,1144.0000,1145.1000,77
2025-05-08 19:10:00,1145.1750,1146.3500,1144.0000,1145.1750,56
2025-05-08 19:05:00,1144.9300,1146.3500,1144.5100,1145.1750,229
2025-05-08 19:00:00,1146.3400,1146.3400,1144.0000,1145.1750,57
2025-05-08 18:55:00,1145.1700,1146.3400,1144.0700,1145.1700,83
2025-05-08 18:50:00,1145.2500,1146.3400,1144.0000,1145.1700,985
2025-05-08 18:45:00,1145.1750,1146.3500,1145.0000,1145.5500,153
2025-05-08 18:40:00,1145.1750,1146.3500,1144.0000,1145.1750,82
2025-05-08 18:35:00,1145.1750,1146.3500,1144.0000,1144.2917,40
2025-05-08 18:30:00,1145.5600,1145.5600,1144.5800,1144.9750,334
2025-05-08 18:25:00,1144.7800,1145.5000,1144.0400,1145.0000,80
2025-05-08 18:20:00,1145.5000,1146.3400,1143.2200,1144.7800,125
2025-05-08 18:15:00,1144.4300,1146.3500,1143.2012,1144.0000,1067
2025-05-08 18:10:00,1144.6850,1146.3500,1143.2000,1144.7000,49
2025-05-08 18:05:00,1144.7000,1146.3300,1143.6900,1144.6850,43
2025-05-08 18:00:00,1144.5600,1146.3500,1143.0500,1144.7000,740
2025-05-08 17:55:00,1145.2137,1145.2137,1143.0200,1144.5700,187
2025-05-08 17:50:00,1144.1450,1145.2700,1143.0200,1145.2500,123
2025-05-08 17:45:00,1144.1450,1145.2700,1143.0200,1145.0000,66
2025-05-08 17:40:00,1145.2699,1145.2700,1144.1450,1144.1450,32
2025-05-08 17:35:00,1145.3000,1145.4500,1144.1450,1145.2700,320
2025-05-08 17:30:00,1144.7700,1145.7000,1143.0200,1145.3000,280
2025-05-08 17:25:00,1144.2000,1145.7000,1144.2000,1145.2350,212
2025-05-08 17:20:00,1144.7000,1145.1800,1143.0500,1144.2000,114
2025-05-08 17:15:00,1145.0000,1145.4250,1143.0200,1144.7600,1104
2025-05-08 17:10:00,1145.9999,1146.3500,1143.7500,1146.3500,176
2025-05-08 17:05:00,1144.6500,1144.8750,1143.3000,1144.4200,23
2025-05-08 17:00:00,1144.5150,1146.0000,1143.0300,1144.6500,336
2025-05-08 16:55:00,1144.3500,1144.5150,1143.0300,1143.6600,584
2025-05-08 16:50:00,1146.0000,1146.0000,1143.0200,1144.3800,95
2025-05-08 16:45:00,1144.5050,1146.0000,1143.0100,1144.5100,247
2025-05-08 16:40:00,1143.0000,1146.0000,1143.0000,1144.2000,137
2025-05-08 16:35:00,1144.5000,1146.0000,1143.0000,1143.5500,210
2025-05-08 16:30:00,1144.0800,1146.0000,1143.0000,1145.9988,258
2025-05-08 16:25:00,1145.0200,1145.5000,1143.0100,1144.5000,51605
2025-05-08 16:20:00,1145.5500,1146.0000,1143.0100,1145.1000,760
2025-05-08 16:15:00,1144.4300,1146.3500,1143.0000,1144.5050,90
2025-05-08 16:10:00,1146.7600,1148.0000,1143.0000,1144.6750,306
2025-05-08 16:05:00,1145.0000,1147.5700,1143.2000,1147.0000,3348
2025-05-08 16:00:00,1144.6900,1148.0200,1143.0000,1147.0000,997311
2025-05-08 15:55:00,1144.5500,1145.7400,1143.8900,1144.4300,214190
2025-05-08 15:50:00,1148.0500,1148.0500,1144.4600,1144.6100,69680
2025-05-08 15:45:00,1148.6700,1149.1663,1147.4500,1148.0400,34121
2025-05-08 15:40:00,1147.6600,1149.3300,1147.3101,1149.0000,33783
2025-05-08 15:35:00,1150.2500,1150.2500,1147.8100,1147.8100,31462
2025-05-08 15:30:00,1150.8750,1150.8750,1149.8700,1149.9701,31740
2025-05-08 15:25:00,1151.4750,1152.7500,1150.7350,1150.8650,18912
2025-05-08 15:20:00,1151.5200,1152.7600,1151.1700,1151.3300,41747
2025-05-08 15:15:00,1149.6700,1151.5200,1149.3250,1151.5200,24431
2025-05-08 15:10:00,1148.6000,1149.6500,1148.5400,1149.4700,17032
2025-05-08 15:05:00,1150.2950,1150.2950,1148.3700,1149.4093,14738
2025-05-08 15:00:00,1148.4950,1150.2500,1147.7200,1150.0000,18821
2025-05-08 14:55:00,1149.6400,1150.1200,1148.5000,1148.5000,21971
2025-05-08 14:50:00,1150.2500,1150.3400,1149.5200,1149.7100,14086
2025-05-08 14:45:00,1151.2800,1151.5200,1150.2300,1150.5750,12207
2025-05-08 14:40:00,1150.4175,1152.0000,1150.4175,1151.8500,10237
2025-05-08 14:35:00,1152.0550,1152.6100,1150.3300,1150.3300,19114
2025-05-08 14:30:00,1151.8600,1152.5000,1151.3210,1151.9900,34085
2025-05-08 14:25:00,1151.6199,1152.3300,1151.1300,1151.7500,11390
2025-05-08 14:20:00,1152.3074,1152.7400,1150.7700,1151.1050,18263
2025-05-08 14:15:00,1152.6300,1152.7600,1151.7100,1152.1450,17364
2025-05-08 14:10:00,1151.1400,1152.7600,1150.3811,1152.2300,31102
2025-05-08 14:05:00,1149.0880,1151.3020,1148.9700,1151.3020,17612
2025-05-08 14:00:00,1149.0700,1150.0600,1148.9000,1148.9200,12360
2025-05-08 13:55:00,1151.1200,1151.3600,1149.0300,1149.5900,19199
2025-05-08 13:50:00,1149.0350,1152.0000,1148.9400,1151.4800,49891
2025-05-08 13:45:00,1148.1300,1149.2100,1147.5345,1149.2100,14217
2025-05-08 13:40:00,1147.4999,1147.9000,1146.0200,1147.9000,27962
2025-05-08 13:35:00,1146.8400,1147.5600,1146.7400,1147.0550,11467
2025-05-08 13:30:00,1148.0950,1148.5600,1146.7300,1146.7650,12453
2025-05-08 13:25:00,1148.4400,1148.8099,1147.4600,1147.8200,12084
2025-05-08 13:20:00,1148.1744,1148.6300,1147.3850,1148.6300,15774
2025-05-08 13:15:00,1148.7100,1148.7100,1147.7500,1147.9780,12816
2025-05-08 13:10:00,1148.5900,1149.5000,1147.9400,1148.8600,16308
2025-05-08 13:05:00,1148.8650,1149.5778,1148.3700,1149.1100,13088
2025-05-08 13:00:00,1150.7600,1150.7600,1148.2301,1148.2301,21164
2025-05-08 12:55:00,1149.8200,1150.7700,1149.6400,1150.7600,25799
2025-05-08 12:50:00,1148.4100,1150.5500,1148.4100,1150.5300,22453
2025-05-08 12:45:00,1148.6200,1148.6200,1147.1800,1148.5000,28451
2025-05-08 12:40:00,1150.0600,1150.1155,1148.1200,1148.5100,28386
2025-05-08 12:35:00,1150.0899,1150.4430,1149.1050,1150.0300,22616
2025-05-08 12:30:00,1149.2100,1151.3800,1149.1100,1149.6676,45731
2025-05-08 12:25:00,1147.9700,1149.9999,1147.9700,1149.8999,20799
2025-05-08 12:20:00,1148.6700,1148.9400,1146.7326,1148.5547,31638
2025-05-08 12:15:00,1148.9500,1149.2000,1147.9200,1148.5400,19595
2025-05-08 12:10:00,1150.7100,1150.7200,1147.7500,1148.3701,24821
2025-05-08 12:05:00,1150.0000,1151.0000,1149.3600,1150.4400,27924
2025-05-08 12:00:00,1149.2150,1150.2900,1148.7300,1150.1300,36301
2025-05-08 11:55:00,1149.0000,1149.5400,1146.3600,1149.0100,22169
2025-05-08 11:50:00,1148.2001,1148.9920,1146.8600,1148.9000,38062
2025-05-08 11:45:00,1150.5100,1151.0000,1147.8500,1148.0000,63104
2025-05-08 11:40:00,1150.0900,1151.4500,1149.7600,1150.7550,76038
